order_no	req_pu_date	customer	origin	destination	revenue	cost	margin	distance_km	revenue_per_km	cost_per_km	margin_per_km
21650	2022-10-07	SCOTTS CANADA LTD			1300.0	950.0	350.0				
21651	2022-10-06	SCOTTS CANADA LTD			1300.0	900.0	400.0				
21652	2022-10-12	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21653	2022-10-06	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1500.0	1050.0	450.0	925.469	1.6208	1.1346	0.4862
21654	2022-10-07	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1400.0	1150.0	250.0	738.0103549207273	1.897	1.5582	0.3387
21655	2022-10-07	SCOTTS CANADA LTD			1300.0	950.0	350.0				
21656	2022-10-11	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	285.0	175.0	110.0	18.765	15.1878	9.3259	5.862
21657	2022-10-11	SCOTTS CANADA LTD			1300.0	950.0	350.0				
21658	2022-10-11	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21659	2022-10-12	SCOTTS CANADA LTD			1400.0	1050.0	350.0				
21660	2022-10-12	SCOTTS CANADA LTD			1400.0	1050.0	350.0				
21661	2022-10-13	SCOTTS CANADA LTD			1300.0	1050.0	250.0				
21662	2022-10-13	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21663	2022-10-14	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21664	2022-10-14	THEATRIXX TECHNOLOGIES	MONTREAL,PQ	MISSISSAUGA,ON	1550.0	1350.0	200.0	633.0601663386836	2.4484	2.1325	0.3159
21666	2022-10-24	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21667	2022-10-18	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765	7.9936	6.1284	1.8652
21668	2022-10-18	THEATRIXX TECHNOLOGIES	DORVAL,PQ	MONTREAL,PQ	150.0	115.0	35.0	23.376187789108865	6.4168	4.9195	1.4973
21669	2022-10-20	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1250.0	1000.0	250.0	738.0103549207273	1.6937	1.355	0.3387
21670	2022-10-20	THEATRIXX TECHNOLOGIES	DORVAL,PQ	MONTREAL,PQ	150.0	115.0	35.0	23.376187789108865	6.4168	4.9195	1.4973
21671	2022-10-24	SCOTTS CANADA LTD			1300.0	950.0	350.0				
21672	2022-10-24	SCOTTS CANADA LTD			1400.0	950.0	450.0				
21673	2022-10-25	SCOTTS CANADA LTD	MIRAMICHI,NB	L'ORIGNAL,ON	1600.0	1350.0	250.0	925.469	1.7289	1.4587	0.2701
21674	2022-10-25	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21675	2022-10-25	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21676	2022-10-25	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21677	2022-10-25	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21678	2022-10-26	SCOTTS CANADA LTD			1300.0	950.0	350.0				
21679	2022-10-26	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21680	2022-10-27	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21681	2022-10-27	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21682	2022-10-26	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21683	2022-10-28	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21684	2022-10-31	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21685	2022-10-27	THEATRIXX TECHNOLOGIES	TERREBONNE,PQ	MONTREAL,PQ	175.0	115.0	60.0	22.99883817394684	7.6091	5.0003	2.6088
21686	2022-10-31	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21687	2022-10-31	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21688	2022-11-01	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21689	2022-11-01	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21690	2022-11-01	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21691	2022-11-02	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21692	2022-11-02	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21693	2022-11-03	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21694	2022-11-03	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21695	2022-11-02	EMBALLAGES AT	MIRABEL,PQ	AMOS,PQ	1750.0	1500.0	250.0	535.1762720094367	3.27	2.8028	0.4671
21696	2022-11-03	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21697	2022-11-07	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21698	2022-11-04	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21699	2022-11-07	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21700	2022-11-07	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21701	2022-11-08	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21702	2022-11-04	SCOTTS CANADA LTD			1200.0	1000.0	200.0				
21703	2022-11-08	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21704	2022-11-10	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21705	2022-11-17	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21706	2022-11-15	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21707	2022-11-17	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21708	2022-11-10	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1675.0	1275.0	400.0	738.0103549207273	2.2696	1.7276	0.542
21709	2022-11-10	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1675.0	1275.0	400.0	738.0103549207273	2.2696	1.7276	0.542
21710	2022-11-09	SCOTTS CANADA LTD	LACHINE,PQ	DELHI,ON	1300.0	1000.0	300.0	738.0103549207273	1.7615	1.355	0.4065
21711	2022-11-15	SCOTTS CANADA LTD			1600.0	1100.0	500.0				
21712	2022-11-15	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21713	2022-11-18	SCOTTS CANADA LTD			1400.0	1100.0	300.0				
21715	2022-11-21	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21718	2022-11-22	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765	7.9936	6.1284	1.8652
21719	2022-11-22	EMBALLAGES AT	MIRABEL,PQ	SAINT-QUENTIN,NB	625.0	550.0	75.0	697.391	0.8962	0.7887	0.1075
21720	2022-11-28	SCOTTS CANADA LTD			1600.0	1200.0	400.0				
21721	2022-11-29	SCOTTS CANADA LTD			1400.0	1000.0	400.0				
21722	2022-11-30	SCOTTS CANADA LTD			1500.0	1200.0	300.0				
21723	2022-12-01	SCOTTS CANADA LTD			1500.0	1200.0	300.0				
21725	2022-11-29	CAPMATIC	TERREBONNE,PQ	MONTREAL-NORD,PQ	350.0	250.0	100.0	17.134237980667216	20.4269	14.5907	5.8363
21726	2022-11-30	EMBALLAGES AT			1025.0	850.0	175.0				
21727	2022-11-30	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0	14.967857434781616	10.0215	7.6831	2.3383
21728	2022-11-30	CAPMATIC			3450.0	2600.0	850.0				
21729	2022-12-05	SCOTTS CANADA LTD			1500.0	1200.0	300.0				
21730	2022-12-06	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21731	2022-12-07	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21732	2022-12-06	THEATRIXX TECHNOLOGIES	ST-LAURENT,PQ	MONTREAL,PQ	150.0	115.0	35.0	14.967857434781616	10.0215	7.6831	2.3383
21733	2022-12-06	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	18.765	7.9936	6.1284	1.8652
21735	2022-12-13	CAPMATIC	LAVAL,PQ	MONTREAL-NORD,PQ	150.0	115.0	35.0	11.539	12.9994	9.9662	3.0332
21736	2022-12-15	SCOTTS CANADA LTD			1300.0	1000.0	300.0				
21737	2022-12-15	CAPMATIC	BOUCHERVILLE,PQ	MONTREAL-NORD,PQ	465.0	265.0	200.0	18.765	24.7802	14.122	10.6581
21738	2022-12-16	SCOTTS CANADA LTD			625.0	425.0	200.0				
21739	2022-12-20	CAPMATIC			275.0	160.0	115.0				
21740	2022-12-21	CAPMATIC			2250.0	1650.0	600.0				
None		nan			406480.76	325436.2	81044.55				
None		nan					0.0				
